Con Lab LDem UKIP Green BNP PC/SNP Others Total Con Lab LDem UKIP Green BNP SNP/PC Others Electorate Turnout
North East
Bury 23.3% 33.5% 4.2% 27.6% 6.0% 1.7% 0.0% 3.8% 51,353 -6.2% 14.2% -7.7% 12.3% -1.2% -6.6% 0.0% -4.7% 142,517 36.0%
Carlisle 28.3% 25.2% 4.4% 29.6% 6.5% 2.0% 0.0% 4.0% 29,005 -3.5% 6.3% -7.0% 14.2% -0.4% -5.0% 0.0% -4.7% 84,704 34.2%
Cheshire East 33.4% 18.1% 6.4% 30.2% 7.5% 1.2% 0.0% 3.2% 92,597 -3.1% 6.4% -8.2% 13.5% -0.4% -4.3% 0.0% -3.9% 284,213 32.6%
Cheshire West 28.1% 24.8% 5.9% 29.9% 7.3% 1.2% 0.0% 2.9% 79,164 -6.1% 9.2% -6.3% 12.4% -0.5% -4.8% 0.0% -3.8% 253,856 31.2%
Chorley 26.2% 31.7% 2.8% 29.1% 5.3% 1.4% 0.0% 3.5% 32,409 -5.7% 11.3% -5.9% 11.1% -1.3% -5.1% 0.0% -4.5% 81,958 39.5%
Copeland 24.9% 31.5% 3.1% 29.2% 4.0% 2.8% 0.0% 4.3% 18,325 -1.6% 4.1% -4.6% 14.3% -0.3% -9.7% 0.0% -2.3% 53,867 34.0%
Eden 36.0% 10.3% 15.0% 25.1% 9.3% 1.4% 0.0% 3.0% 13,410 -0.8% 3.7% -4.6% 9.4% -0.1% -3.6% 0.0% -3.9% 41,517 32.3%
Fylde 34.8% 14.0% 4.2% 33.2% 7.6% 1.4% 0.0% 4.7% 21,325 -3.0% 5.1% -8.2% 12.5% 1.1% -4.1% 0.0% -3.4% 60,517 35.2%
Halton 11.7% 45.7% 3.1% 28.4% 5.4% 1.8% 0.0% 4.0% 26,497 -7.2% 19.2% -8.1% 10.6% -1.6% -7.7% 0.0% -5.2% 93,603 28.3%
Hyndburn 20.0% 32.2% 1.6% 34.6% 4.3% 3.5% 0.0% 3.8% 22,269 -7.4% 9.4% -4.2% 16.8% -0.9% -8.8% 0.0% -5.0% 60,157 37.0%
Knowsley 5.7% 57.6% 2.2% 23.2% 5.2% 1.9% 0.0% 4.2% 32,110 -3.8% 19.0% -8.5% 10.0% -0.8% -8.8% 0.0% -7.1% 111,927 28.7%
Lancaster 24.7% 24.7% 4.3% 26.6% 14.8% 1.7% 0.0% 3.2% 35,051 -3.8% 8.4% -8.2% 10.3% 0.5% -2.9% 0.0% -4.1% 103,044 34.0%
Liverpool 7.1% 51.8% 5.0% 20.9% 10.3% 1.2% 0.0% 3.7% 97,687 -2.6% 20.5% -12.3% 8.7% -1.3% -5.7% 0.0% -7.2% 319,375 30.6%
Manchester 8.2% 51.4% 6.9% 15.9% 12.4% 1.6% 0.0% 3.5% 109,917 -5.0% 20.7% -11.4% 7.0% -1.2% -6.0% 0.0% -4.1% 360,956 30.5%
Oldham 13.0% 39.0% 8.7% 29.1% 4.3% 2.5% 0.0% 3.5% 55,746 -6.6% 18.0% -10.1% 13.3% -1.6% -9.1% 0.0% -3.9% 159,565 34.9%
Pendle 25.3% 30.4% 6.5% 26.3% 4.6% 3.4% 0.0% 3.6% 25,927 -3.7% 12.4% -7.6% 11.8% -0.7% -9.0% 0.0% -3.2% 66,340 39.1%
Preston 21.3% 36.3% 5.4% 25.7% 6.0% 1.7% 0.0% 3.6% 33,403 -5.9% 12.9% -7.7% 11.4% -1.0% -5.2% 0.0% -4.6% 97,044 34.4%
Ribble Valley 34.2% 11.4% 9.4% 33.5% 7.3% 1.3% 0.0% 2.9% 15,116 -6.5% 4.5% -3.4% 14.4% -0.1% -5.4% 0.0% -3.4% 45,760 33.0%
Rochdale 15.0% 38.3% 5.0% 30.0% 4.9% 3.0% 0.0% 3.9% 52,438 -5.3% 19.0% -13.9% 13.8% -1.0% -8.2% 0.0% -4.4% 155,429 33.7%
% vote Change 2009-2014, % pts
33 
Con Lab LDem UKIP Green BNP PC/SNP Others Total Con Lab LDem UKIP Green BNP SNP/PC Others Electorate Turnout
% vote Change 2009-2014, % pts
Rossendale 25.2% 27.3% 2.9% 31.5% 6.1% 3.2% 0.0% 3.7% 18,404 -3.6% 9.8% -7.9% 14.7% -0.7% -6.7% 0.0% -5.7% 52,541 35.0%
Salford 15.6% 36.8% 2.7% 30.1% 7.0% 3.1% 0.0% 4.7% 51,238 -5.8% 13.2% -9.3% 14.3% 0.0% -7.4% 0.0% -5.0% 171,166 29.9%
Sefton 16.9% 34.1% 9.0% 28.3% 6.8% 1.1% 0.0% 3.8% 69,733 -5.7% 15.3% -8.4% 8.1% -0.4% -4.3% 0.0% -4.5% 202,387 34.5%
South Lakeland 26.6% 9.1% 31.9% 20.2% 8.8% 0.9% 0.0% 2.5% 35,710 -4.2% 3.8% -5.3% 8.8% 1.8% -2.3% 0.0% -2.6% 80,154 44.6%
South Ribble 26.7% 23.9% 4.2% 34.6% 5.9% 1.5% 0.0% 3.2% 27,985 -7.6% 7.9% -6.5% 16.5% -0.3% -5.5% 0.0% -4.5% 85,732 32.6%
St. Helens 12.8% 45.2% 4.2% 25.7% 5.6% 2.0% 0.0% 4.5% 41,602 -2.8% 17.2% -10.9% 10.8% 0.0% -8.1% 0.0% -6.1% 135,124 30.8%
Stockport 22.2% 23.2% 15.5% 26.1% 7.7% 1.5% 0.0% 3.7% 79,860 -2.0% 10.9% -10.7% 10.0% -0.3% -4.6% 0.0% -3.3% 220,409 36.2%
Tameside 15.7% 37.5% 2.0% 31.7% 6.1% 2.5% 0.0% 4.6% 54,355 -4.9% 12.4% -6.5% 15.2% -1.2% -10.8% 0.0% -4.2% 169,714 32.0%
Trafford 28.1% 31.1% 6.3% 21.2% 8.3% 1.3% 0.0% 3.8% 63,188 -3.8% 12.8% -6.7% 8.0% -2.0% -4.0% 0.0% -4.4% 160,548 39.4%
Warrington 20.9% 31.4% 7.5% 29.5% 5.6% 1.3% 0.0% 3.8% 51,677 -3.9% 11.2% -10.2% 13.9% -1.0% -6.0% 0.0% -4.0% 159,018 32.5%
West Lancashire 24.7% 32.3% 2.2% 29.7% 6.5% 1.2% 0.0% 3.4% 30,875 -6.5% 12.8% -5.0% 9.2% -0.8% -4.4% 0.0% -5.3% 86,697 35.6%
Wigan 13.6% 39.6% 2.0% 31.9% 5.1% 2.7% 0.0% 5.1% 69,970 -4.3% 12.8% -7.3% 13.6% -1.0% -9.2% 0.0% -4.6% 245,936 28.5%
Wirral 21.5% 35.0% 4.1% 26.2% 8.2% 1.3% 0.0% 3.7% 83,032 -5.7% 15.0% -7.7% 9.3% -0.8% -4.8% 0.0% -5.3% 238,657 34.8%
Wyre 31.6% 19.7% 2.4% 35.4% 5.5% 1.9% 0.0% 3.6% 30,019 -5.7% 5.8% -5.1% 15.2% -0.9% -5.7% 0.0% -3.5% 85,415 35.1%
North West total 20.1% 33.9% 6.0% 27.5% 7.0% 1.9% 0.0% 3.7% 1,754,687 -5.6% 13.5% -8.3% 11.6% -0.7% -6.1% 0.0% -4.5% 5,267,777 33.3%
Yorkshire and the Humber
Barnsley 10.8% 36.7% 2.2% 35.9% 5.1% 2.6% 0.0% 6.9% 53,061 -5.0% 12.0% -6.5% 17.2% -1.1% -14.2% 0.0% -2.4% 179,405 29.6%
Bradford 16.5% 39.4% 7.0% 24.8% 6.8% 1.4% 0.0% 4.0% 128,787 -8.2% 16.9% -6.4% 9.9% -2.0% -7.9% 0.0% -2.3% 342,381 37.6%
Calderdale 22.6% 27.2% 6.2% 28.4% 8.2% 1.7% 0.0% 5.7% 52,704 -3.4% 11.2% -6.9% 12.0% -1.6% -8.4% 0.0% -2.9% 145,597 36.2%
Craven 32.9% 14.9% 6.7% 28.6% 10.7% 1.1% 0.0% 5.1% 17,001 -1.9% 6.5% -7.4% 8.8% 0.3% -5.1% 0.0% -1.2% 44,473 38.2%
Doncaster 14.1% 34.3% 2.7% 35.1% 3.9% 2.1% 0.0% 7.8% 69,142 -5.5% 12.3% -7.2% 19.0% -1.2% -9.7% 0.0% -7.6% 219,729 31.5%
East Riding 29.0% 15.3% 5.9% 38.0% 6.7% 1.0% 0.0% 4.1% 84,518 -4.7% 5.7% -6.0% 14.7% -1.2% -5.9% 0.0% -2.5% 266,618 31.7%
Hambleton 39.2% 12.3% 5.8% 29.3% 8.1% 0.8% 0.0% 4.4% 24,516 -5.6% 4.9% -6.5% 13.0% 0.6% -3.7% 0.0% -2.6% 70,942 34.6%
Harrogate 35.1% 9.6% 13.5% 29.4% 8.1% 0.6% 0.0% 3.7% 44,435 -3.8% 4.3% -6.8% 12.4% -0.3% -3.5% 0.0% -2.3% 117,772 37.7%
Kingston Upon Hull 8.2% 31.8% 11.8% 35.8% 6.6% 1.5% 0.0% 4.2% 49,696 -3.3% 10.7% -7.2% 14.3% -1.2% -8.5% 0.0% -4.8% 184,408 26.9%
Kirklees 19.2% 33.8% 5.3% 26.9% 8.5% 1.7% 0.0% 4.6% 109,941 -4.0% 12.5% -5.9% 11.0% -1.2% -9.7% 0.0% -2.7% 309,219 35.6%
Leeds 18.7% 32.7% 6.4% 27.4% 9.3% 1.3% 0.0% 4.2% 185,050 -3.9% 11.2% -7.4% 11.4% -0.1% -8.7% 0.0% -2.6% 534,130 34.6%
North East Lincolnshire 21.3% 22.8% 4.5% 41.2% 4.8% 1.3% 0.0% 4.0% 35,140 -5.4% 7.8% -5.7% 16.8% -1.2% -8.0% 0.0% -4.3% 113,607 30.9%
North Lincolnshire 26.3% 23.5% 3.0% 36.2% 5.3% 1.8% 0.0% 3.9% 37,105 -3.8% 7.1% -7.0% 14.8% -0.9% -6.5% 0.0% -3.7% 124,505 29.8%
Richmondshire 37.1% 11.2% 5.9% 31.9% 8.8% 0.8% 0.0% 4.3% 11,608 -4.7% 4.4% -9.0% 16.1% -0.4% -4.2% 0.0% -2.2% 35,643 32.6%
Rotherham 11.0% 34.2% 2.0% 41.0% 4.1% 2.6% 0.0% 5.0% 68,119 -5.5% 9.4% -6.8% 20.3% -1.1% -12.7% 0.0% -3.6% 194,956 34.9%
Ryedale 35.5% 11.2% 8.1% 30.2% 9.7% 0.8% 0.0% 4.5% 13,860 -5.6% 5.0% -7.4% 13.0% 0.7% -4.6% 0.0% -1.1% 40,421 34.3%
Scarborough 26.8% 17.9% 4.2% 36.7% 8.5% 1.1% 0.0% 4.8% 26,178 -6.4% 6.4% -7.8% 16.7% -0.5% -5.2% 0.0% -3.2% 84,236 31.1%
Selby 31.1% 19.8% 3.7% 33.9% 5.7% 1.3% 0.0% 4.5% 21,109 -5.9% 5.0% -5.4% 15.4% -0.8% -6.6% 0.0% -1.7% 65,954 32.0%
Sheffield 10.8% 33.6% 10.1% 27.7% 12.2% 1.6% 0.0% 4.0% 141,504 -3.1% 10.5% -9.2% 13.3% 0.8% -8.5% 0.0% -3.8% 393,077 36.0%
Wakefield 15.0% 34.0% 2.4% 36.0% 5.0% 2.1% 0.0% 5.5% 75,927 -6.0% 10.5% -6.2% 17.3% -1.2% -11.1% 0.0% -3.3% 247,649 30.7%
York 23.2% 22.5% 10.4% 23.9% 15.8% 0.7% 0.0% 3.5% 47,300 -5.5% 6.9% -7.1% 10.2% 2.0% -4.1% 0.0% -2.4% 153,470 30.8%
Yorkshire & Humber total 19.2% 29.3% 6.3% 31.1% 7.9% 1.6% 0.0% 4.7% 1,296,701 -5.3% 10.6% -6.9% 13.7% -0.6% -8.2% 0.0% -3.2% 3,868,192 33.5%
East Midlands
Amber Valley 26.9% 26.0% 3.7% 32.2% 5.5% 2.3% 0.0% 3.3% 35,953 -3.0% 7.3% -5.4% 18.0% -1.2% -10.1% 0.0% -5.6% 98,304 36.6%
Ashfield 15.4% 29.3% 7.4% 37.4% 3.6% 2.6% 0.0% 4.3% 26,703 -3.3% 8.7% -9.0% 21.8% -0.9% -10.9% 0.0% -6.4% 88,429 30.2%
Bassetlaw 21.3% 33.4% 3.1% 33.2% 3.5% 1.9% 0.0% 3.7% 28,344 -8.5% 10.4% -5.0% 16.2% -1.6% -6.1% 0.0% -5.4% 84,762 33.4%
Blaby 30.4% 17.0% 4.8% 36.7% 5.7% 1.8% 0.0% 3.6% 23,571 -2.1% 6.2% -7.1% 18.5% -0.5% -9.5% 0.0% -5.5% 73,121 32.2%
Bolsover 13.3% 37.3% 2.3% 36.3% 3.9% 2.8% 0.0% 4.0% 15,564 -2.9% 5.9% -5.8% 21.5% -0.6% -11.1% 0.0% -7.0% 57,243 27.2%
Boston 24.9% 11.0% 4.3% 51.6% 3.0% 1.5% 0.0% 3.7% 14,676 -10.3% 2.3% -3.1% 26.4% -1.5% -8.9% 0.0% -4.8% 44,081 33.3%
34 
Con Lab LDem UKIP Green BNP PC/SNP Others Total Con Lab LDem UKIP Green BNP SNP/PC Others Electorate Turnout
% vote Change 2009-2014, % pts
Broxtowe 24.1% 26.5% 6.4% 31.0% 7.8% 1.5% 0.0% 2.7% 30,588 -5.7% 9.2% -9.2% 17.3% 0.8% -7.0% 0.0% -5.4% 81,239 37.7%
Charnwood 30.3% 23.3% 4.7% 30.8% 6.6% 1.7% 0.0% 2.5% 40,370 -1.3% 7.2% -6.5% 16.1% -0.2% -10.0% 0.0% -5.3% 133,336 30.3%
Chesterfield 12.9% 36.9% 9.9% 30.4% 5.2% 1.8% 0.0% 3.0% 24,770 -0.3% 12.3% -15.0% 16.1% -0.9% -6.0% 0.0% -6.3% 80,634 30.7%
Corby 16.2% 38.6% 2.7% 35.0% 3.5% 1.5% 0.0% 2.5% 14,656 -6.0% 10.7% -7.3% 18.9% -1.4% -8.2% 0.0% -6.8% 43,428 33.7%
Daventry 37.5% 13.0% 4.8% 34.5% 5.8% 1.1% 0.0% 3.3% 23,049 -4.2% 5.1% -5.6% 16.7% -1.9% -5.4% 0.0% -4.6% 60,665 38.0%
Derby City 20.6% 31.4% 8.2% 29.8% 5.2% 1.7% 0.0% 3.2% 60,460 -5.3% 10.0% -6.5% 15.7% -0.9% -6.9% 0.0% -6.0% 175,766 34.4%
Derbyshire Dales 34.5% 17.4% 6.9% 27.9% 9.7% 1.1% 0.0% 2.5% 22,523 -3.2% 7.0% -7.7% 13.4% -0.7% -3.9% 0.0% -5.0% 57,062 39.5%
East Lindsey 28.3% 12.6% 5.1% 44.2% 4.3% 1.6% 0.0% 3.9% 35,576 -5.2% 3.3% -4.9% 19.7% -1.6% -6.6% 0.0% -4.7% 105,758 33.6%
East Northamptonshire 33.4% 15.6% 4.6% 36.8% 5.2% 1.5% 0.0% 2.8% 23,648 -5.2% 5.2% -4.6% 17.5% -2.0% -5.2% 0.0% -5.7% 65,203 36.3%
Erewash 26.4% 26.5% 3.4% 33.7% 5.0% 1.8% 0.0% 3.2% 29,045 -3.2% 6.6% -6.0% 18.6% -1.1% -8.8% 0.0% -6.1% 85,209 34.1%
Gedling 24.7% 26.7% 3.9% 34.2% 6.1% 1.4% 0.0% 3.0% 29,475 -5.7% 8.3% -6.9% 17.6% -0.9% -6.1% 0.0% -6.4% 86,012 34.3%
Harborough 38.0% 12.4% 8.1% 30.9% 6.7% 1.1% 0.0% 2.8% 24,290 -3.5% 5.4% -7.1% 15.9% -0.2% -5.4% 0.0% -5.1% 67,097 36.2%
High Peak 24.6% 26.1% 5.9% 28.8% 11.0% 1.2% 0.0% 2.3% 24,567 -4.8% 9.4% -7.8% 13.6% 0.3% -5.0% 0.0% -5.7% 71,891 34.2%
Hinckley & Bosworth 28.2% 13.9% 11.3% 37.1% 4.6% 1.8% 0.0% 3.0% 27,158 -2.0% 5.2% -7.0% 18.9% -1.3% -8.7% 0.0% -5.2% 84,868 32.0%
Kettering 30.9% 19.5% 3.8% 36.2% 4.9% 1.4% 0.0% 3.3% 24,053 -3.7% 4.6% -6.1% 18.6% -1.6% -5.9% 0.0% -6.0% 70,374 34.2%
Leicester City 14.6% 52.9% 3.7% 18.2% 6.2% 1.8% 0.0% 2.6% 70,642 -5.5% 15.9% -7.7% 9.5% -1.2% -5.4% 0.0% -5.6% 220,706 32.0%
Lincoln City 22.9% 29.8% 4.9% 30.1% 7.4% 1.6% 0.0% 3.3% 18,986 -4.3% 9.8% -6.7% 13.9% -0.2% -6.6% 0.0% -6.0% 62,156 30.5%
Mansfield 16.6% 30.3% 2.7% 40.1% 3.7% 2.0% 0.0% 4.7% 21,874 -3.6% 7.2% -6.6% 19.2% -1.8% -8.1% 0.0% -6.3% 77,133 28.4%
Melton 36.2% 13.1% 5.1% 34.0% 7.3% 1.5% 0.0% 2.8% 12,476 1.0% 4.5% -5.4% 13.4% -0.2% -8.6% 0.0% -4.7% 39,419 31.6%
Newark & Sherwood 31.2% 21.4% 6.1% 32.4% 4.9% 1.4% 0.0% 2.6% 30,910 -4.0% 7.0% -6.4% 17.0% -2.1% -5.6% 0.0% -5.8% 85,889 36.0%
North East Derbyshire 21.4% 30.5% 3.6% 34.4% 4.9% 1.8% 0.0% 3.3% 24,946 -2.8% 7.3% -7.4% 17.6% -1.3% -7.3% 0.0% -6.1% 79,331 31.4%
North Kesteven 32.9% 12.6% 5.5% 38.9% 5.4% 1.1% 0.0% 3.5% 26,201 -1.8% 4.5% -7.3% 16.8% -1.1% -6.0% 0.0% -5.1% 84,235 31.1%
North West Leicestershire 27.2% 23.0% 4.6% 35.0% 5.0% 2.0% 0.0% 3.2% 22,751 -2.9% 7.2% -5.3% 18.7% -0.4% -12.4% 0.0% -5.0% 72,506 31.4%
Northampton 25.6% 22.5% 5.2% 35.3% 6.6% 1.7% 0.0% 3.2% 48,465 -2.0% 7.4% -8.7% 17.5% -1.0% -6.6% 0.0% -6.6% 144,008 33.7%
Nottingham City 15.5% 40.7% 4.2% 25.0% 9.5% 2.0% 0.0% 3.1% 58,122 -7.2% 13.3% -7.5% 13.0% 1.1% -6.2% 0.0% -6.5% 196,818 29.5%
Oadby & Wigston 26.4% 19.0% 13.2% 30.4% 6.2% 1.6% 0.0% 3.1% 14,785 -1.1% 9.6% -12.8% 13.9% 0.8% -6.8% 0.0% -3.6% 44,689 33.1%
Rushcliffe 35.5% 20.1% 6.9% 24.5% 9.7% 0.9% 0.0% 2.4% 34,589 -3.2% 8.3% -7.4% 11.6% -0.5% -3.6% 0.0% -5.2% 85,939 40.2%
Rutland 38.7% 10.7% 7.6% 31.2% 7.8% 1.0% 0.0% 2.9% 10,282 -2.6% 3.7% -6.2% 12.8% -0.8% -3.1% 0.0% -3.8% 28,933 35.5%
South Derbyshire 29.4% 23.5% 3.4% 34.8% 4.4% 1.8% 0.0% 2.7% 24,149 -4.8% 6.1% -4.5% 19.0% -1.1% -10.0% 0.0% -4.8% 74,063 32.6%
South Holland 29.4% 9.0% 3.3% 48.5% 3.6% 1.8% 0.0% 4.4% 21,459 -7.8% 2.4% -4.8% 24.4% -1.2% -8.9% 0.0% -4.1% 65,090 33.0%
South Kesteven 34.1% 13.6% 5.6% 36.3% 5.7% 1.2% 0.0% 3.4% 33,976 -2.5% 5.0% -6.0% 16.1% -1.6% -5.4% 0.0% -5.6% 105,107 32.3%
South Northamptonshire 37.5% 11.4% 5.6% 34.3% 7.4% 1.1% 0.0% 2.8% 25,524 -3.6% 3.8% -5.4% 15.7% -0.9% -4.4% 0.0% -5.2% 68,912 37.0%
Wellingborough 28.7% 20.7% 3.5% 37.3% 4.9% 1.5% 0.0% 3.4% 18,462 -4.7% 4.6% -4.3% 18.2% -1.5% -6.4% 0.0% -6.1% 52,929 34.9%
West Lindsey 31.4% 13.2% 9.0% 36.5% 5.4% 1.3% 0.0% 3.1% 23,083 -4.3% 6.0% -7.5% 17.2% -1.2% -5.3% 0.0% -4.9% 73,320 31.5%
East Midlands total 26.0% 24.9% 5.4% 32.9% 6.0% 1.6% 0.0% 3.1% 1,120,721 -4.2% 8.1% -6.9% 16.5% -0.9% -7.0% 0.0% -5.6% 3,375,665 33.2%
West Midlands
Birmingham 17.0% 40.5% 8.6% 22.5% 5.5% 1.4% 0.0% 4.6% 231,587 -4.2% 14.9% -6.8% 7.3% -2.1% -6.7% 0.0% -2.4% 715,014 32.4%
Bromsgrove 33.2% 16.0% 4.4% 35.6% 5.2% 1.2% 0.0% 4.5% 25,994 2.1% 5.5% -5.7% 7.9% -1.7% -5.7% 0.0% -2.4% 72,116 36.0%
Cannock Chase 21.2% 26.5% 3.3% 38.8% 2.8% 2.2% 0.0% 5.2% 21,756 -4.4% 10.6% -6.3% 14.5% -1.2% -10.7% 0.0% -2.4% 75,130 29.0%
Coventry 17.8% 37.9% 3.4% 26.5% 6.1% 1.8% 0.0% 6.4% 69,194 -4.2% 11.3% -6.4% 10.2% -0.3% -6.0% 0.0% -4.6% 223,394 31.0%
Dudley 22.2% 25.9% 2.2% 38.4% 4.4% 1.8% 0.0% 5.2% 83,057 -3.9% 9.5% -5.6% 10.9% -0.1% -9.6% 0.0% -1.2% 238,888 34.8%
East Staffordshire 29.5% 22.8% 3.8% 33.9% 3.6% 1.5% 0.0% 4.9% 27,706 -5.0% 6.6% -5.8% 14.8% -0.5% -9.4% 0.0% -0.7% 85,133 32.5%
Herefordshire 33.4% 10.6% 8.7% 32.8% 9.3% 0.8% 0.0% 4.5% 47,092 0.0% 4.8% -5.9% 8.9% -3.9% -2.9% 0.0% -1.0% 134,089 35.1%
Lichfield 32.4% 16.4% 5.0% 35.5% 4.1% 0.9% 0.0% 5.7% 25,264 -3.7% 6.5% -7.5% 13.0% -1.6% -6.6% 0.0% -0.1% 80,019 31.6%
Malvern Hills 34.0% 10.2% 10.5% 31.4% 8.9% 0.8% 0.0% 4.2% 22,098 -0.6% 4.9% -10.3% 9.2% 0.2% -2.7% 0.0% -0.5% 59,535 37.1%
Newcastle-under-Lyme 21.7% 25.9% 4.5% 35.2% 5.1% 1.8% 0.0% 5.7% 31,315 -1.9% 9.8% -8.6% 9.6% -0.1% -8.3% 0.0% -0.5% 98,155 31.9%
35 
Con Lab LDem UKIP Green BNP PC/SNP Others Total Con Lab LDem UKIP Green BNP SNP/PC Others Electorate Turnout
% vote Change 2009-2014, % pts
North Warwickshire 25.1% 22.4% 2.4% 39.3% 4.2% 1.6% 0.0% 5.0% 16,577 -4.5% 5.4% -5.4% 15.6% -0.8% -8.5% 0.0% -1.7% 49,296 33.6%
Nuneaton & Bedworth 21.9% 30.3% 2.2% 32.8% 4.8% 2.1% 0.0% 6.1% 31,414 -3.9% 8.8% -4.7% 12.9% 0.0% -11.1% 0.0% -2.0% 94,061 33.4%
Redditch 24.7% 25.2% 3.5% 36.2% 4.0% 1.2% 0.0% 5.2% 21,326 -3.3% 9.2% -6.1% 11.1% -0.8% -7.7% 0.0% -2.4% 60,657 35.2%
Rugby 30.3% 21.1% 7.4% 29.3% 5.6% 1.3% 0.0% 5.2% 28,362 -1.6% 6.0% -5.4% 9.1% -1.3% -4.9% 0.0% -1.8% 74,497 38.1%
Sandwell 11.7% 44.8% 1.9% 30.1% 3.2% 2.1% 0.0% 6.1% 69,104 -7.1% 14.0% -4.3% 11.1% -1.4% -10.8% 0.0% -1.4% 222,706 31.0%
Shropshire 31.9% 14.3% 8.6% 33.0% 7.1% 1.1% 0.0% 4.0% 78,073 -2.9% 5.2% -7.1% 10.7% -0.3% -4.4% 0.0% -1.2% 226,837 34.4%
Solihull 31.1% 13.3% 9.0% 32.5% 6.9% 1.4% 0.0% 5.9% 54,175 -1.8% 5.3% -8.4% 11.6% 1.5% -8.4% 0.0% 0.0% 161,999 33.4%
South Staffordshire 33.1% 13.4% 2.6% 40.7% 3.3% 1.3% 0.0% 5.7% 27,199 -2.7% 4.6% -4.9% 11.6% -1.0% -7.5% 0.0% -0.2% 86,009 31.6%
Stafford 31.5% 20.1% 4.5% 33.2% 5.8% 0.8% 0.0% 4.1% 31,868 -2.8% 5.6% -6.8% 12.4% -1.0% -5.4% 0.0% -1.9% 96,083 33.2%
